,data_inversa,horario,br,km,municipio,classificacao_acidente,condicao_metereologica,sentido_via,tipo_veiculo,idade,sexo,latitude,longitude
1,2025-01-01,02:30:00,163.0,219.7,CASCAVEL,Com Vítimas Feridas,Céu Claro,Decrescente,Automóvel,20.0,Feminino,-24.897235,-53.533793
2,2025-01-01,02:30:00,163.0,219.7,CASCAVEL,Com Vítimas Feridas,Céu Claro,Decrescente,Automóvel,18.0,Feminino,-24.897235,-53.533793
3,2025-01-01,02:30:00,163.0,219.7,CASCAVEL,Com Vítimas Feridas,Céu Claro,Decrescente,Automóvel,25.0,Masculino,-24.897235,-53.533793
4,2025-01-01,02:30:00,163.0,219.7,CASCAVEL,Com Vítimas Feridas,Céu Claro,Decrescente,Automóvel,20.0,Feminino,-24.897235,-53.533793
5,2025-01-01,02:30:00,163.0,219.7,CASCAVEL,Com Vítimas Feridas,Céu Claro,Decrescente,Automóvel,18.0,Feminino,-24.897235,-53.533793
6,2025-01-01,02:30:00,163.0,219.7,CASCAVEL,Com Vítimas Feridas,Céu Claro,Decrescente,Automóvel,25.0,Masculino,-24.897235,-53.533793
7,2025-01-01,02:30:00,163.0,219.7,CASCAVEL,Com Vítimas Feridas,Céu Claro,Decrescente,Automóvel,20.0,Feminino,-24.897235,-53.533793
8,2025-01-01,02:30:00,163.0,219.7,CASCAVEL,Com Vítimas Feridas,Céu Claro,Decrescente,Automóvel,18.0,Feminino,-24.897235,-53.533793
9,2025-01-01,02:30:00,163.0,219.7,CASCAVEL,Com Vítimas Feridas,Céu Claro,Decrescente,Automóvel,25.0,Masculino,-24.897235,-53.533793
10,2025-01-01,02:30:00,163.0,219.7,CASCAVEL,Com Vítimas Feridas,Céu Claro,Decrescente,Automóvel,20.0,Feminino,-24.897235,-53.533793
11,2025-01-01,02:30:00,163.0,219.7,CASCAVEL,Com Vítimas Feridas,Céu Claro,Decrescente,Automóvel,18.0,Feminino,-24.897235,-53.533793
12,2025-01-01,02:30:00,163.0,219.7,CASCAVEL,Com Vítimas Feridas,Céu Claro,Decrescente,Automóvel,25.0,Masculino,-24.897235,-53.533793
38,2025-01-01,01:50:00,373.0,173.0,PONTA GROSSA,Com Vítimas Feridas,Nublado,Crescente,Automóvel,22.0,Masculino,-25.07594908,-50.20995715
41,2025-01-01,04:00:00,376.0,141.9,NOVA ESPERANCA,Com Vítimas Feridas,Céu Claro,Decrescente,Motocicleta,32.0,Masculino,-23.24847,-52.168648
42,2025-01-01,04:00:00,376.0,141.9,NOVA ESPERANCA,Com Vítimas Feridas,Céu Claro,Decrescente,Motocicleta,29.0,Feminino,-23.24847,-52.168648
43,2025-01-01,04:00:00,376.0,141.9,NOVA ESPERANCA,Com Vítimas Feridas,Céu Claro,Decrescente,Motoneta,24.0,Masculino,-23.24847,-52.168648
44,2025-01-01,04:00:00,376.0,141.9,NOVA ESPERANCA,Com Vítimas Feridas,Céu Claro,Decrescente,Automóvel,30.0,Masculino,-23.24847,-52.168648
45,2025-01-01,04:00:00,376.0,141.9,NOVA ESPERANCA,Com Vítimas Feridas,Céu Claro,Decrescente,Motocicleta,32.0,Masculino,-23.24847,-52.168648
46,2025-01-01,04:00:00,376.0,141.9,NOVA ESPERANCA,Com Vítimas Feridas,Céu Claro,Decrescente,Motocicleta,29.0,Feminino,-23.24847,-52.168648
47,2025-01-01,04:00:00,376.0,141.9,NOVA ESPERANCA,Com Vítimas Feridas,Céu Claro,Decrescente,Motoneta,24.0,Masculino,-23.24847,-52.168648
48,2025-01-01,04:00:00,376.0,141.9,NOVA ESPERANCA,Com Vítimas Feridas,Céu Claro,Decrescente,Automóvel,30.0,Masculino,-23.24847,-52.168648
49,2025-01-01,04:00:00,376.0,141.9,NOVA ESPERANCA,Com Vítimas Feridas,Céu Claro,Decrescente,Motocicleta,32.0,Masculino,-23.24847,-52.168648
50,2025-01-01,04:00:00,376.0,141.9,NOVA ESPERANCA,Com Vítimas Feridas,Céu Claro,Decrescente,Motocicleta,29.0,Feminino,-23.24847,-52.168648
51,2025-01-01,04:00:00,376.0,141.9,NOVA ESPERANCA,Com Vítimas Feridas,Céu Claro,Decrescente,Motoneta,24.0,Masculino,-23.24847,-52.168648
52,2025-01-01,04:00:00,376.0,141.9,NOVA ESPERANCA,Com Vítimas Feridas,Céu Claro,Decrescente,Automóvel,30.0,Masculino,-23.24847,-52.168648
53,2025-01-01,04:00:00,376.0,141.9,NOVA ESPERANCA,Com Vítimas Feridas,Céu Claro,Decrescente,Motocicleta,32.0,Masculino,-23.24847,-52.168648
54,2025-01-01,04:00:00,376.0,141.9,NOVA ESPERANCA,Com Vítimas Feridas,Céu Claro,Decrescente,Motocicleta,29.0,Feminino,-23.24847,-52.168648
55,2025-01-01,04:00:00,376.0,141.9,NOVA ESPERANCA,Com Vítimas Feridas,Céu Claro,Decrescente,Motoneta,24.0,Masculino,-23.24847,-52.168648
56,2025-01-01,04:00:00,376.0,141.9,NOVA ESPERANCA,Com Vítimas Feridas,Céu Claro,Decrescente,Automóvel,30.0,Masculino,-23.24847,-52.168648
64,2025-01-01,07:00:00,277.0,19.7,MORRETES,Com Vítimas Feridas,Sol,Decrescente,Motocicleta,24.0,Feminino,-25.535132,-48.703615
65,2025-01-01,07:00:00,277.0,19.7,MORRETES,Com Vítimas Feridas,Sol,Decrescente,Motocicleta,26.0,Masculino,-25.535132,-48.703615
66,2025-01-01,07:00:00,277.0,19.7,MORRETES,Com Vítimas Feridas,Sol,Decrescente,Motocicleta,24.0,Feminino,-25.535132,-48.703615
67,2025-01-01,07:00:00,277.0,19.7,MORRETES,Com Vítimas Feridas,Sol,Decrescente,Motocicleta,26.0,Masculino,-25.535132,-48.703615
68,2025-01-01,07:00:00,277.0,19.7,MORRETES,Com Vítimas Feridas,Sol,Decrescente,Motocicleta,24.0,Feminino,-25.535132,-48.703615
69,2025-01-01,07:00:00,277.0,19.7,MORRETES,Com Vítimas Feridas,Sol,Decrescente,Motocicleta,26.0,Masculino,-25.535132,-48.703615
70,2025-01-01,07:00:00,277.0,19.7,MORRETES,Com Vítimas Feridas,Sol,Decrescente,Motocicleta,24.0,Feminino,-25.535132,-48.703615
71,2025-01-01,07:00:00,277.0,19.7,MORRETES,Com Vítimas Feridas,Sol,Decrescente,Motocicleta,26.0,Masculino,-25.535132,-48.703615
72,2025-01-01,07:00:00,277.0,19.7,MORRETES,Com Vítimas Feridas,Sol,Decrescente,Motocicleta,24.0,Feminino,-25.535132,-48.703615
73,2025-01-01,07:00:00,277.0,19.7,MORRETES,Com Vítimas Feridas,Sol,Decrescente,Motocicleta,26.0,Masculino,-25.535132,-48.703615
74,2025-01-01,07:00:00,277.0,19.7,MORRETES,Com Vítimas Feridas,Sol,Decrescente,Motocicleta,24.0,Feminino,-25.535132,-48.703615
75,2025-01-01,07:00:00,277.0,19.7,MORRETES,Com Vítimas Feridas,Sol,Decrescente,Motocicleta,26.0,Masculino,-25.535132,-48.703615
76,2025-01-01,07:00:00,277.0,19.7,MORRETES,Com Vítimas Feridas,Sol,Decrescente,Motocicleta,24.0,Feminino,-25.535132,-48.703615
77,2025-01-01,07:00:00,277.0,19.7,MORRETES,Com Vítimas Feridas,Sol,Decrescente,Motocicleta,26.0,Masculino,-25.535132,-48.703615
78,2025-01-01,07:00:00,277.0,19.7,MORRETES,Com Vítimas Feridas,Sol,Decrescente,Motocicleta,24.0,Feminino,-25.535132,-48.703615
79,2025-01-01,07:00:00,277.0,19.7,MORRETES,Com Vítimas Feridas,Sol,Decrescente,Motocicleta,26.0,Masculino,-25.535132,-48.703615
80,2025-01-01,07:00:00,277.0,19.7,MORRETES,Com Vítimas Feridas,Sol,Decrescente,Motocicleta,24.0,Feminino,-25.535132,-48.703615
81,2025-01-01,07:00:00,277.0,19.7,MORRETES,Com Vítimas Feridas,Sol,Decrescente,Motocicleta,26.0,Masculino,-25.535132,-48.703615
82,2025-01-01,07:05:00,277.0,445.1,LARANJEIRAS DO SUL,Com Vítimas Feridas,Céu Claro,Crescente,Automóvel,37.0,Não Informado,-25.370514,-52.329772
83,2025-01-01,07:05:00,277.0,445.1,LARANJEIRAS DO SUL,Com Vítimas Feridas,Céu Claro,Crescente,Automóvel,68.0,Masculino,-25.370514,-52.329772
84,2025-01-01,07:05:00,277.0,445.1,LARANJEIRAS DO SUL,Com Vítimas Feridas,Céu Claro,Crescente,Automóvel,37.0,Não Informado,-25.370514,-52.329772
85,2025-01-01,07:05:00,277.0,445.1,LARANJEIRAS DO SUL,Com Vítimas Feridas,Céu Claro,Crescente,Automóvel,68.0,Masculino,-25.370514,-52.329772
86,2025-01-01,07:05:00,277.0,445.1,LARANJEIRAS DO SUL,Com Vítimas Feridas,Céu Claro,Crescente,Automóvel,37.0,Não Informado,-25.370514,-52.329772
87,2025-01-01,07:05:00,277.0,445.1,LARANJEIRAS DO SUL,Com Vítimas Feridas,Céu Claro,Crescente,Automóvel,68.0,Masculino,-25.370514,-52.329772
88,2025-01-01,07:05:00,277.0,445.1,LARANJEIRAS DO SUL,Com Vítimas Feridas,Céu Claro,Crescente,Automóvel,37.0,Não Informado,-25.370514,-52.329772
89,2025-01-01,07:05:00,277.0,445.1,LARANJEIRAS DO SUL,Com Vítimas Feridas,Céu Claro,Crescente,Automóvel,68.0,Masculino,-25.370514,-52.329772
90,2025-01-01,07:05:00,277.0,445.1,LARANJEIRAS DO SUL,Com Vítimas Feridas,Céu Claro,Crescente,Automóvel,37.0,Não Informado,-25.370514,-52.329772
91,2025-01-01,07:05:00,277.0,445.1,LARANJEIRAS DO SUL,Com Vítimas Feridas,Céu Claro,Crescente,Automóvel,68.0,Masculino,-25.370514,-52.329772
92,2025-01-01,07:05:00,277.0,445.1,LARANJEIRAS DO SUL,Com Vítimas Feridas,Céu Claro,Crescente,Automóvel,37.0,Não Informado,-25.370514,-52.329772
93,2025-01-01,07:05:00,277.0,445.1,LARANJEIRAS DO SUL,Com Vítimas Feridas,Céu Claro,Crescente,Automóvel,68.0,Masculino,-25.370514,-52.329772
94,2025-01-01,07:05:00,277.0,445.1,LARANJEIRAS DO SUL,Com Vítimas Feridas,Céu Claro,Crescente,Automóvel,37.0,Não Informado,-25.370514,-52.329772
95,2025-01-01,07:05:00,277.0,445.1,LARANJEIRAS DO SUL,Com Vítimas Feridas,Céu Claro,Crescente,Automóvel,68.0,Masculino,-25.370514,-52.329772
96,2025-01-01,07:05:00,277.0,445.1,LARANJEIRAS DO SUL,Com Vítimas Feridas,Céu Claro,Crescente,Automóvel,37.0,Não Informado,-25.370514,-52.329772
97,2025-01-01,07:05:00,277.0,445.1,LARANJEIRAS DO SUL,Com Vítimas Feridas,Céu Claro,Crescente,Automóvel,68.0,Masculino,-25.370514,-52.329772
98,2025-01-01,07:05:00,277.0,445.1,LARANJEIRAS DO SUL,Com Vítimas Feridas,Céu Claro,Crescente,Automóvel,37.0,Não Informado,-25.370514,-52.329772
99,2025-01-01,07:05:00,277.0,445.1,LARANJEIRAS DO SUL,Com Vítimas Feridas,Céu Claro,Crescente,Automóvel,68.0,Masculino,-25.370514,-52.329772
100,2025-01-01,07:05:00,277.0,445.1,LARANJEIRAS DO SUL,Com Vítimas Feridas,Céu Claro,Crescente,Automóvel,37.0,Não Informado,-25.370514,-52.329772
101,2025-01-01,07:05:00,277.0,445.1,LARANJEIRAS DO SUL,Com Vítimas Feridas,Céu Claro,Crescente,Automóvel,68.0,Masculino,-25.370514,-52.329772
102,2025-01-01,07:05:00,277.0,445.1,LARANJEIRAS DO SUL,Com Vítimas Feridas,Céu Claro,Crescente,Automóvel,37.0,Não Informado,-25.370514,-52.329772
103,2025-01-01,07:05:00,277.0,445.1,LARANJEIRAS DO SUL,Com Vítimas Feridas,Céu Claro,Crescente,Automóvel,68.0,Masculino,-25.370514,-52.329772
104,2025-01-01,07:05:00,277.0,445.1,LARANJEIRAS DO SUL,Com Vítimas Feridas,Céu Claro,Crescente,Automóvel,37.0,Não Informado,-25.370514,-52.329772
105,2025-01-01,07:05:00,277.0,445.1,LARANJEIRAS DO SUL,Com Vítimas Feridas,Céu Claro,Crescente,Automóvel,68.0,Masculino,-25.370514,-52.329772
106,2025-01-01,07:05:00,277.0,445.1,LARANJEIRAS DO SUL,Com Vítimas Feridas,Céu Claro,Crescente,Automóvel,37.0,Não Informado,-25.370514,-52.329772
107,2025-01-01,07:05:00,277.0,445.1,LARANJEIRAS DO SUL,Com Vítimas Feridas,Céu Claro,Crescente,Automóvel,68.0,Masculino,-25.370514,-52.329772
108,2025-01-01,07:05:00,277.0,445.1,LARANJEIRAS DO SUL,Com Vítimas Feridas,Céu Claro,Crescente,Automóvel,37.0,Não Informado,-25.370514,-52.329772
109,2025-01-01,07:05:00,277.0,445.1,LARANJEIRAS DO SUL,Com Vítimas Feridas,Céu Claro,Crescente,Automóvel,68.0,Masculino,-25.370514,-52.329772
110,2025-01-01,07:05:00,277.0,445.1,LARANJEIRAS DO SUL,Com Vítimas Feridas,Céu Claro,Crescente,Automóvel,37.0,Não Informado,-25.370514,-52.329772
111,2025-01-01,07:05:00,277.0,445.1,LARANJEIRAS DO SUL,Com Vítimas Feridas,Céu Claro,Crescente,Automóvel,68.0,Masculino,-25.370514,-52.329772
112,2025-01-01,07:05:00,277.0,445.1,LARANJEIRAS DO SUL,Com Vítimas Feridas,Céu Claro,Crescente,Automóvel,37.0,Não Informado,-25.370514,-52.329772
113,2025-01-01,07:05:00,277.0,445.1,LARANJEIRAS DO SUL,Com Vítimas Feridas,Céu Claro,Crescente,Automóvel,68.0,Masculino,-25.370514,-52.329772
114,2025-01-01,08:45:00,369.0,88.2,CORNELIO PROCOPIO,Com Vítimas Feridas,Sol,Crescente,Caminhão,60.0,Masculino,-23.182565,-50.637228
115,2025-01-01,08:45:00,369.0,88.2,CORNELIO PROCOPIO,Com Vítimas Feridas,Sol,Crescente,Automóvel,25.0,Masculino,-23.182565,-50.637228
116,2025-01-01,08:45:00,369.0,88.2,CORNELIO PROCOPIO,Com Vítimas Feridas,Sol,Crescente,Automóvel,18.0,Feminino,-23.182565,-50.637228
117,2025-01-01,08:45:00,369.0,88.2,CORNELIO PROCOPIO,Com Vítimas Feridas,Sol,Crescente,Automóvel,53.0,Feminino,-23.182565,-50.637228
118,2025-01-01,08:45:00,369.0,88.2,CORNELIO PROCOPIO,Com Vítimas Feridas,Sol,Crescente,Automóvel,58.0,Masculino,-23.182565,-50.637228
119,2025-01-01,10:45:00,163.0,33.0,SANTO ANTONIO DO SUDOESTE,Com Vítimas Feridas,Céu Claro,Crescente,Motocicleta,29.0,Masculino,-26.082715,-53.716463
120,2025-01-01,10:45:00,163.0,33.0,SANTO ANTONIO DO SUDOESTE,Com Vítimas Feridas,Céu Claro,Crescente,Automóvel,55.0,Masculino,-26.082715,-53.716463
121,2025-01-01,10:45:00,163.0,33.0,SANTO ANTONIO DO SUDOESTE,Com Vítimas Feridas,Céu Claro,Crescente,Automóvel,54.0,Feminino,-26.082715,-53.716463
122,2025-01-01,10:45:00,163.0,33.0,SANTO ANTONIO DO SUDOESTE,Com Vítimas Feridas,Céu Claro,Crescente,Automóvel,32.0,Feminino,-26.082715,-53.716463
123,2025-01-01,10:45:00,163.0,33.0,SANTO ANTONIO DO SUDOESTE,Com Vítimas Feridas,Céu Claro,Crescente,Motocicleta,29.0,Masculino,-26.082715,-53.716463
124,2025-01-01,10:45:00,163.0,33.0,SANTO ANTONIO DO SUDOESTE,Com Vítimas Feridas,Céu Claro,Crescente,Automóvel,55.0,Masculino,-26.082715,-53.716463
125,2025-01-01,10:45:00,163.0,33.0,SANTO ANTONIO DO SUDOESTE,Com Vítimas Feridas,Céu Claro,Crescente,Automóvel,54.0,Feminino,-26.082715,-53.716463
126,2025-01-01,10:45:00,163.0,33.0,SANTO ANTONIO DO SUDOESTE,Com Vítimas Feridas,Céu Claro,Crescente,Automóvel,32.0,Feminino,-26.082715,-53.716463
127,2025-01-01,10:45:00,163.0,33.0,SANTO ANTONIO DO SUDOESTE,Com Vítimas Feridas,Céu Claro,Crescente,Motocicleta,29.0,Masculino,-26.082715,-53.716463
128,2025-01-01,10:45:00,163.0,33.0,SANTO ANTONIO DO SUDOESTE,Com Vítimas Feridas,Céu Claro,Crescente,Automóvel,55.0,Masculino,-26.082715,-53.716463
129,2025-01-01,10:45:00,163.0,33.0,SANTO ANTONIO DO SUDOESTE,Com Vítimas Feridas,Céu Claro,Crescente,Automóvel,54.0,Feminino,-26.082715,-53.716463
130,2025-01-01,10:45:00,163.0,33.0,SANTO ANTONIO DO SUDOESTE,Com Vítimas Feridas,Céu Claro,Crescente,Automóvel,32.0,Feminino,-26.082715,-53.716463
131,2025-01-01,11:00:00,116.0,74.0,CAMPINA GRANDE DO SUL,Com Vítimas Feridas,Céu Claro,Crescente,Automóvel,43.0,Masculino,-25.36517687,-49.04223028
132,2025-01-01,11:00:00,116.0,74.0,CAMPINA GRANDE DO SUL,Com Vítimas Feridas,Céu Claro,Crescente,Automóvel,46.0,Feminino,-25.36517687,-49.04223028
133,2025-01-01,11:00:00,116.0,74.0,CAMPINA GRANDE DO SUL,Com Vítimas Feridas,Céu Claro,Crescente,Automóvel,9.0,Feminino,-25.36517687,-49.04223028
134,2025-01-01,11:00:00,116.0,74.0,CAMPINA GRANDE DO SUL,Com Vítimas Feridas,Céu Claro,Crescente,Automóvel,14.0,Masculino,-25.36517687,-49.04223028
135,2025-01-01,11:00:00,116.0,74.0,CAMPINA GRANDE DO SUL,Com Vítimas Feridas,Céu Claro,Crescente,Caminhão,40.0,Masculino,-25.36517687,-49.04223028
136,2025-01-01,12:59:00,116.0,144.0,MANDIRITUBA,Com Vítimas Feridas,Céu Claro,Decrescente,Utilitário,42.0,Feminino,-25.76405694,-49.32116324
137,2025-01-01,12:59:00,116.0,144.0,MANDIRITUBA,Com Vítimas Feridas,Céu Claro,Decrescente,Utilitário,6.0,Feminino,-25.76405694,-49.32116324
138,2025-01-01,12:59:00,116.0,144.0,MANDIRITUBA,Com Vítimas Feridas,Céu Claro,Decrescente,Utilitário,48.0,Masculino,-25.76405694,-49.32116324
139,2025-01-01,12:59:00,116.0,144.0,MANDIRITUBA,Com Vítimas Feridas,Céu Claro,Decrescente,Motocicleta,37.0,Masculino,-25.76405694,-49.32116324
140,2025-01-01,12:59:00,116.0,144.0,MANDIRITUBA,Com Vítimas Feridas,Céu Claro,Decrescente,Utilitário,42.0,Feminino,-25.76405694,-49.32116324
141,2025-01-01,12:59:00,116.0,144.0,MANDIRITUBA,Com Vítimas Feridas,Céu Claro,Decrescente,Utilitário,6.0,Feminino,-25.76405694,-49.32116324
142,2025-01-01,12:59:00,116.0,144.0,MANDIRITUBA,Com Vítimas Feridas,Céu Claro,Decrescente,Utilitário,48.0,Masculino,-25.76405694,-49.32116324
143,2025-01-01,12:59:00,116.0,144.0,MANDIRITUBA,Com Vítimas Feridas,Céu Claro,Decrescente,Motocicleta,37.0,Masculino,-25.76405694,-49.32116324
152,2025-01-01,14:00:00,277.0,131.0,CAMPO LARGO,Com Vítimas Feridas,Céu Claro,Crescente,Caminhonete,26.0,Masculino,-25.44518045,-49.4985659
153,2025-01-01,14:00:00,277.0,131.0,CAMPO LARGO,Com Vítimas Feridas,Céu Claro,Crescente,Caminhonete,26.0,Masculino,-25.44518045,-49.4985659
154,2025-01-01,15:20:00,376.0,407.0,TIBAGI,Com Vítimas Feridas,Nublado,Decrescente,Automóvel,30.0,Feminino,-24.6024391,-50.66420585
155,2025-01-01,15:20:00,376.0,407.0,TIBAGI,Com Vítimas Feridas,Nublado,Decrescente,Automóvel,35.0,Masculino,-24.6024391,-50.66420585
160,2025-01-01,17:30:00,277.0,69.8,SAO JOSE DOS PINHAIS,Com Vítimas Feridas,Chuva,Crescente,Automóvel,37.0,Não Informado,-25.51417,-49.121903
161,2025-01-01,17:30:00,277.0,69.8,SAO JOSE DOS PINHAIS,Com Vítimas Feridas,Chuva,Crescente,Automóvel,40.0,Masculino,-25.51417,-49.121903
162,2025-01-01,17:30:00,277.0,69.8,SAO JOSE DOS PINHAIS,Com Vítimas Feridas,Chuva,Crescente,Automóvel,34.0,Masculino,-25.51417,-49.121903
163,2025-01-01,17:30:00,277.0,69.8,SAO JOSE DOS PINHAIS,Com Vítimas Feridas,Chuva,Crescente,Automóvel,59.0,Feminino,-25.51417,-49.121903
164,2025-01-01,17:30:00,277.0,69.8,SAO JOSE DOS PINHAIS,Com Vítimas Feridas,Chuva,Crescente,Automóvel,23.0,Feminino,-25.51417,-49.121903
165,2025-01-01,17:30:00,277.0,69.8,SAO JOSE DOS PINHAIS,Com Vítimas Feridas,Chuva,Crescente,Automóvel,37.0,Não Informado,-25.51417,-49.121903
166,2025-01-01,17:30:00,277.0,69.8,SAO JOSE DOS PINHAIS,Com Vítimas Feridas,Chuva,Crescente,Automóvel,40.0,Masculino,-25.51417,-49.121903
167,2025-01-01,17:30:00,277.0,69.8,SAO JOSE DOS PINHAIS,Com Vítimas Feridas,Chuva,Crescente,Automóvel,34.0,Masculino,-25.51417,-49.121903
168,2025-01-01,17:30:00,277.0,69.8,SAO JOSE DOS PINHAIS,Com Vítimas Feridas,Chuva,Crescente,Automóvel,59.0,Feminino,-25.51417,-49.121903
169,2025-01-01,17:30:00,277.0,69.8,SAO JOSE DOS PINHAIS,Com Vítimas Feridas,Chuva,Crescente,Automóvel,23.0,Feminino,-25.51417,-49.121903
170,2025-01-01,17:30:00,277.0,69.8,SAO JOSE DOS PINHAIS,Com Vítimas Feridas,Chuva,Crescente,Automóvel,37.0,Não Informado,-25.51417,-49.121903
171,2025-01-01,17:30:00,277.0,69.8,SAO JOSE DOS PINHAIS,Com Vítimas Feridas,Chuva,Crescente,Automóvel,40.0,Masculino,-25.51417,-49.121903
172,2025-01-01,17:30:00,277.0,69.8,SAO JOSE DOS PINHAIS,Com Vítimas Feridas,Chuva,Crescente,Automóvel,34.0,Masculino,-25.51417,-49.121903
173,2025-01-01,17:30:00,277.0,69.8,SAO JOSE DOS PINHAIS,Com Vítimas Feridas,Chuva,Crescente,Automóvel,59.0,Feminino,-25.51417,-49.121903
174,2025-01-01,17:30:00,277.0,69.8,SAO JOSE DOS PINHAIS,Com Vítimas Feridas,Chuva,Crescente,Automóvel,23.0,Feminino,-25.51417,-49.121903
175,2025-01-01,17:30:00,277.0,69.8,SAO JOSE DOS PINHAIS,Com Vítimas Feridas,Chuva,Crescente,Automóvel,37.0,Não Informado,-25.51417,-49.121903
176,2025-01-01,17:30:00,277.0,69.8,SAO JOSE DOS PINHAIS,Com Vítimas Feridas,Chuva,Crescente,Automóvel,40.0,Masculino,-25.51417,-49.121903
177,2025-01-01,17:30:00,277.0,69.8,SAO JOSE DOS PINHAIS,Com Vítimas Feridas,Chuva,Crescente,Automóvel,34.0,Masculino,-25.51417,-49.121903
178,2025-01-01,17:30:00,277.0,69.8,SAO JOSE DOS PINHAIS,Com Vítimas Feridas,Chuva,Crescente,Automóvel,59.0,Feminino,-25.51417,-49.121903
179,2025-01-01,17:30:00,277.0,69.8,SAO JOSE DOS PINHAIS,Com Vítimas Feridas,Chuva,Crescente,Automóvel,23.0,Feminino,-25.51417,-49.121903
180,2025-01-01,16:45:00,116.0,66.0,CAMPINA GRANDE DO SUL,Com Vítimas Feridas,Nublado,Decrescente,Automóvel,7.0,Feminino,-25.31033956,-49.01212903
181,2025-01-01,16:45:00,116.0,66.0,CAMPINA GRANDE DO SUL,Com Vítimas Feridas,Nublado,Decrescente,Automóvel,24.0,Feminino,-25.31033956,-49.01212903
182,2025-01-01,16:45:00,116.0,66.0,CAMPINA GRANDE DO SUL,Com Vítimas Feridas,Nublado,Decrescente,Automóvel,28.0,Masculino,-25.31033956,-49.01212903
183,2025-01-01,16:45:00,116.0,66.0,CAMPINA GRANDE DO SUL,Com Vítimas Feridas,Nublado,Decrescente,Automóvel,10.0,Feminino,-25.31033956,-49.01212903
184,2025-01-01,16:45:00,116.0,66.0,CAMPINA GRANDE DO SUL,Com Vítimas Feridas,Nublado,Decrescente,Automóvel,46.0,Feminino,-25.31033956,-49.01212903
185,2025-01-01,16:45:00,116.0,66.0,CAMPINA GRANDE DO SUL,Com Vítimas Feridas,Nublado,Decrescente,Automóvel,62.0,Feminino,-25.31033956,-49.01212903
186,2025-01-01,16:45:00,116.0,66.0,CAMPINA GRANDE DO SUL,Com Vítimas Feridas,Nublado,Decrescente,Automóvel,65.0,Masculino,-25.31033956,-49.01212903
187,2025-01-01,17:00:00,369.0,91.2,CORNELIO PROCOPIO,Com Vítimas Feridas,Chuva,Crescente,Automóvel,46.0,Feminino,-23.202938,-50.655234
188,2025-01-01,17:00:00,369.0,91.2,CORNELIO PROCOPIO,Com Vítimas Feridas,Chuva,Crescente,Automóvel,69.0,Feminino,-23.202938,-50.655234
189,2025-01-01,17:00:00,369.0,91.2,CORNELIO PROCOPIO,Com Vítimas Feridas,Chuva,Crescente,Automóvel,59.0,Masculino,-23.202938,-50.655234
190,2025-01-01,17:00:00,369.0,91.2,CORNELIO PROCOPIO,Com Vítimas Feridas,Chuva,Crescente,Automóvel,50.0,Masculino,-23.202938,-50.655234
191,2025-01-01,17:00:00,369.0,91.2,CORNELIO PROCOPIO,Com Vítimas Feridas,Chuva,Crescente,Automóvel,47.0,Feminino,-23.202938,-50.655234
192,2025-01-01,17:00:00,369.0,91.2,CORNELIO PROCOPIO,Com Vítimas Feridas,Chuva,Crescente,Automóvel,46.0,Feminino,-23.202938,-50.655234
193,2025-01-01,17:00:00,369.0,91.2,CORNELIO PROCOPIO,Com Vítimas Feridas,Chuva,Crescente,Automóvel,69.0,Feminino,-23.202938,-50.655234
194,2025-01-01,17:00:00,369.0,91.2,CORNELIO PROCOPIO,Com Vítimas Feridas,Chuva,Crescente,Automóvel,59.0,Masculino,-23.202938,-50.655234
195,2025-01-01,17:00:00,369.0,91.2,CORNELIO PROCOPIO,Com Vítimas Feridas,Chuva,Crescente,Automóvel,50.0,Masculino,-23.202938,-50.655234
196,2025-01-01,17:00:00,369.0,91.2,CORNELIO PROCOPIO,Com Vítimas Feridas,Chuva,Crescente,Automóvel,47.0,Feminino,-23.202938,-50.655234
197,2025-01-01,17:00:00,277.0,213.0,PALMEIRA,Com Vítimas Feridas,Nublado,Decrescente,Automóvel,33.0,Feminino,-25.461229,-50.331289
198,2025-01-01,17:00:00,277.0,213.0,PALMEIRA,Com Vítimas Feridas,Nublado,Decrescente,Automóvel,39.0,Masculino,-25.461229,-50.331289
199,2025-01-01,17:00:00,277.0,213.0,PALMEIRA,Com Vítimas Feridas,Nublado,Decrescente,Automóvel,33.0,Feminino,-25.461229,-50.331289
200,2025-01-01,17:00:00,277.0,213.0,PALMEIRA,Com Vítimas Feridas,Nublado,Decrescente,Automóvel,39.0,Masculino,-25.461229,-50.331289
201,2025-01-01,17:00:00,277.0,213.0,PALMEIRA,Com Vítimas Feridas,Nublado,Decrescente,Automóvel,33.0,Feminino,-25.461229,-50.331289
202,2025-01-01,17:00:00,277.0,213.0,PALMEIRA,Com Vítimas Feridas,Nublado,Decrescente,Automóvel,39.0,Masculino,-25.461229,-50.331289
203,2025-01-01,19:00:00,277.0,47.0,MORRETES,Com Vítimas Feridas,Chuva,Crescente,Motocicleta,37.0,Feminino,-25.58937591,-48.87336932
204,2025-01-01,19:00:00,277.0,47.0,MORRETES,Com Vítimas Feridas,Chuva,Crescente,Motocicleta,22.0,Masculino,-25.58937591,-48.87336932
205,2025-01-01,19:00:00,277.0,47.0,MORRETES,Com Vítimas Feridas,Chuva,Crescente,Motocicleta,37.0,Feminino,-25.58937591,-48.87336932
206,2025-01-01,19:00:00,277.0,47.0,MORRETES,Com Vítimas Feridas,Chuva,Crescente,Motocicleta,22.0,Masculino,-25.58937591,-48.87336932
