,data_inversa,horario,br,km,municipio,classificacao_acidente,condicao_metereologica,sentido_via,tipo_veiculo,idade,sexo,latitude,longitude
6989,2025-02-07,18:10:00,277.0,115.2,CAMPO LARGO,Com Vítimas Fatais,Nevoeiro/Neblina,Crescente,Caminhão,58.0,Masculino,-25.43376,-49.437509
6990,2025-02-07,18:10:00,277.0,115.2,CAMPO LARGO,Com Vítimas Fatais,Nevoeiro/Neblina,Crescente,Automóvel,28.0,Feminino,-25.43376,-49.437509
6991,2025-02-07,18:10:00,277.0,115.2,CAMPO LARGO,Com Vítimas Fatais,Nevoeiro/Neblina,Crescente,Motocicleta,38.0,Masculino,-25.43376,-49.437509
6992,2025-02-07,18:10:00,277.0,115.2,CAMPO LARGO,Com Vítimas Fatais,Nevoeiro/Neblina,Crescente,Caminhão,58.0,Masculino,-25.43376,-49.437509
6993,2025-02-07,18:10:00,277.0,115.2,CAMPO LARGO,Com Vítimas Fatais,Nevoeiro/Neblina,Crescente,Automóvel,28.0,Feminino,-25.43376,-49.437509
6994,2025-02-07,18:10:00,277.0,115.2,CAMPO LARGO,Com Vítimas Fatais,Nevoeiro/Neblina,Crescente,Motocicleta,38.0,Masculino,-25.43376,-49.437509
6995,2025-02-07,18:10:00,277.0,115.2,CAMPO LARGO,Com Vítimas Fatais,Nevoeiro/Neblina,Crescente,Caminhão,58.0,Masculino,-25.43376,-49.437509
6996,2025-02-07,18:10:00,277.0,115.2,CAMPO LARGO,Com Vítimas Fatais,Nevoeiro/Neblina,Crescente,Automóvel,28.0,Feminino,-25.43376,-49.437509
6997,2025-02-07,18:10:00,277.0,115.2,CAMPO LARGO,Com Vítimas Fatais,Nevoeiro/Neblina,Crescente,Motocicleta,38.0,Masculino,-25.43376,-49.437509
6998,2025-02-07,18:10:00,277.0,115.2,CAMPO LARGO,Com Vítimas Fatais,Nevoeiro/Neblina,Crescente,Caminhão,58.0,Masculino,-25.43376,-49.437509
6999,2025-02-07,18:10:00,277.0,115.2,CAMPO LARGO,Com Vítimas Fatais,Nevoeiro/Neblina,Crescente,Automóvel,28.0,Feminino,-25.43376,-49.437509
7000,2025-02-07,18:10:00,277.0,115.2,CAMPO LARGO,Com Vítimas Fatais,Nevoeiro/Neblina,Crescente,Motocicleta,38.0,Masculino,-25.43376,-49.437509
7036,2025-02-08,04:00:00,376.0,591.0,CURITIBA,Com Vítimas Fatais,Garoa/Chuvisco,Decrescente,Motocicleta,29.0,Masculino,-25.4351214,-49.3653042
7037,2025-02-08,04:00:00,376.0,591.0,CURITIBA,Com Vítimas Fatais,Garoa/Chuvisco,Decrescente,Automóvel,14.0,Masculino,-25.4351214,-49.3653042
7038,2025-02-08,04:00:00,376.0,591.0,CURITIBA,Com Vítimas Fatais,Garoa/Chuvisco,Decrescente,Automóvel,37.0,Feminino,-25.4351214,-49.3653042
7039,2025-02-08,04:00:00,376.0,591.0,CURITIBA,Com Vítimas Fatais,Garoa/Chuvisco,Decrescente,Automóvel,35.0,Masculino,-25.4351214,-49.3653042
7041,2025-02-08,04:00:00,376.0,591.0,CURITIBA,Com Vítimas Fatais,Garoa/Chuvisco,Decrescente,Motocicleta,29.0,Masculino,-25.4351214,-49.3653042
7042,2025-02-08,04:00:00,376.0,591.0,CURITIBA,Com Vítimas Fatais,Garoa/Chuvisco,Decrescente,Automóvel,14.0,Masculino,-25.4351214,-49.3653042
7043,2025-02-08,04:00:00,376.0,591.0,CURITIBA,Com Vítimas Fatais,Garoa/Chuvisco,Decrescente,Automóvel,37.0,Feminino,-25.4351214,-49.3653042
7044,2025-02-08,04:00:00,376.0,591.0,CURITIBA,Com Vítimas Fatais,Garoa/Chuvisco,Decrescente,Automóvel,35.0,Masculino,-25.4351214,-49.3653042
7046,2025-02-08,04:00:00,376.0,591.0,CURITIBA,Com Vítimas Fatais,Garoa/Chuvisco,Decrescente,Motocicleta,29.0,Masculino,-25.4351214,-49.3653042
7047,2025-02-08,04:00:00,376.0,591.0,CURITIBA,Com Vítimas Fatais,Garoa/Chuvisco,Decrescente,Automóvel,14.0,Masculino,-25.4351214,-49.3653042
7048,2025-02-08,04:00:00,376.0,591.0,CURITIBA,Com Vítimas Fatais,Garoa/Chuvisco,Decrescente,Automóvel,37.0,Feminino,-25.4351214,-49.3653042
7049,2025-02-08,04:00:00,376.0,591.0,CURITIBA,Com Vítimas Fatais,Garoa/Chuvisco,Decrescente,Automóvel,35.0,Masculino,-25.4351214,-49.3653042
7051,2025-02-08,04:00:00,376.0,591.0,CURITIBA,Com Vítimas Fatais,Garoa/Chuvisco,Decrescente,Motocicleta,29.0,Masculino,-25.4351214,-49.3653042
7052,2025-02-08,04:00:00,376.0,591.0,CURITIBA,Com Vítimas Fatais,Garoa/Chuvisco,Decrescente,Automóvel,14.0,Masculino,-25.4351214,-49.3653042
7053,2025-02-08,04:00:00,376.0,591.0,CURITIBA,Com Vítimas Fatais,Garoa/Chuvisco,Decrescente,Automóvel,37.0,Feminino,-25.4351214,-49.3653042
7054,2025-02-08,04:00:00,376.0,591.0,CURITIBA,Com Vítimas Fatais,Garoa/Chuvisco,Decrescente,Automóvel,35.0,Masculino,-25.4351214,-49.3653042
7056,2025-02-08,04:00:00,376.0,591.0,CURITIBA,Com Vítimas Fatais,Garoa/Chuvisco,Decrescente,Motocicleta,29.0,Masculino,-25.4351214,-49.3653042
7057,2025-02-08,04:00:00,376.0,591.0,CURITIBA,Com Vítimas Fatais,Garoa/Chuvisco,Decrescente,Automóvel,14.0,Masculino,-25.4351214,-49.3653042
7058,2025-02-08,04:00:00,376.0,591.0,CURITIBA,Com Vítimas Fatais,Garoa/Chuvisco,Decrescente,Automóvel,37.0,Feminino,-25.4351214,-49.3653042
7059,2025-02-08,04:00:00,376.0,591.0,CURITIBA,Com Vítimas Fatais,Garoa/Chuvisco,Decrescente,Automóvel,35.0,Masculino,-25.4351214,-49.3653042
7061,2025-02-08,04:00:00,376.0,591.0,CURITIBA,Com Vítimas Fatais,Garoa/Chuvisco,Decrescente,Motocicleta,29.0,Masculino,-25.4351214,-49.3653042
7062,2025-02-08,04:00:00,376.0,591.0,CURITIBA,Com Vítimas Fatais,Garoa/Chuvisco,Decrescente,Automóvel,14.0,Masculino,-25.4351214,-49.3653042
7063,2025-02-08,04:00:00,376.0,591.0,CURITIBA,Com Vítimas Fatais,Garoa/Chuvisco,Decrescente,Automóvel,37.0,Feminino,-25.4351214,-49.3653042
7064,2025-02-08,04:00:00,376.0,591.0,CURITIBA,Com Vítimas Fatais,Garoa/Chuvisco,Decrescente,Automóvel,35.0,Masculino,-25.4351214,-49.3653042
7066,2025-02-08,04:00:00,376.0,591.0,CURITIBA,Com Vítimas Fatais,Garoa/Chuvisco,Decrescente,Motocicleta,29.0,Masculino,-25.4351214,-49.3653042
7067,2025-02-08,04:00:00,376.0,591.0,CURITIBA,Com Vítimas Fatais,Garoa/Chuvisco,Decrescente,Automóvel,14.0,Masculino,-25.4351214,-49.3653042
7068,2025-02-08,04:00:00,376.0,591.0,CURITIBA,Com Vítimas Fatais,Garoa/Chuvisco,Decrescente,Automóvel,37.0,Feminino,-25.4351214,-49.3653042
7069,2025-02-08,04:00:00,376.0,591.0,CURITIBA,Com Vítimas Fatais,Garoa/Chuvisco,Decrescente,Automóvel,35.0,Masculino,-25.4351214,-49.3653042
7071,2025-02-08,04:00:00,376.0,591.0,CURITIBA,Com Vítimas Fatais,Garoa/Chuvisco,Decrescente,Motocicleta,29.0,Masculino,-25.4351214,-49.3653042
7072,2025-02-08,04:00:00,376.0,591.0,CURITIBA,Com Vítimas Fatais,Garoa/Chuvisco,Decrescente,Automóvel,14.0,Masculino,-25.4351214,-49.3653042
7073,2025-02-08,04:00:00,376.0,591.0,CURITIBA,Com Vítimas Fatais,Garoa/Chuvisco,Decrescente,Automóvel,37.0,Feminino,-25.4351214,-49.3653042
7074,2025-02-08,04:00:00,376.0,591.0,CURITIBA,Com Vítimas Fatais,Garoa/Chuvisco,Decrescente,Automóvel,35.0,Masculino,-25.4351214,-49.3653042
7076,2025-02-08,04:00:00,376.0,591.0,CURITIBA,Com Vítimas Fatais,Garoa/Chuvisco,Decrescente,Motocicleta,29.0,Masculino,-25.4351214,-49.3653042
7077,2025-02-08,04:00:00,376.0,591.0,CURITIBA,Com Vítimas Fatais,Garoa/Chuvisco,Decrescente,Automóvel,14.0,Masculino,-25.4351214,-49.3653042
7078,2025-02-08,04:00:00,376.0,591.0,CURITIBA,Com Vítimas Fatais,Garoa/Chuvisco,Decrescente,Automóvel,37.0,Feminino,-25.4351214,-49.3653042
7079,2025-02-08,04:00:00,376.0,591.0,CURITIBA,Com Vítimas Fatais,Garoa/Chuvisco,Decrescente,Automóvel,35.0,Masculino,-25.4351214,-49.3653042
7081,2025-02-08,04:00:00,376.0,591.0,CURITIBA,Com Vítimas Fatais,Garoa/Chuvisco,Decrescente,Motocicleta,29.0,Masculino,-25.4351214,-49.3653042
7082,2025-02-08,04:00:00,376.0,591.0,CURITIBA,Com Vítimas Fatais,Garoa/Chuvisco,Decrescente,Automóvel,14.0,Masculino,-25.4351214,-49.3653042
7083,2025-02-08,04:00:00,376.0,591.0,CURITIBA,Com Vítimas Fatais,Garoa/Chuvisco,Decrescente,Automóvel,37.0,Feminino,-25.4351214,-49.3653042
7084,2025-02-08,04:00:00,376.0,591.0,CURITIBA,Com Vítimas Fatais,Garoa/Chuvisco,Decrescente,Automóvel,35.0,Masculino,-25.4351214,-49.3653042
7086,2025-02-08,04:00:00,376.0,591.0,CURITIBA,Com Vítimas Fatais,Garoa/Chuvisco,Decrescente,Motocicleta,29.0,Masculino,-25.4351214,-49.3653042
7087,2025-02-08,04:00:00,376.0,591.0,CURITIBA,Com Vítimas Fatais,Garoa/Chuvisco,Decrescente,Automóvel,14.0,Masculino,-25.4351214,-49.3653042
7088,2025-02-08,04:00:00,376.0,591.0,CURITIBA,Com Vítimas Fatais,Garoa/Chuvisco,Decrescente,Automóvel,37.0,Feminino,-25.4351214,-49.3653042
7089,2025-02-08,04:00:00,376.0,591.0,CURITIBA,Com Vítimas Fatais,Garoa/Chuvisco,Decrescente,Automóvel,35.0,Masculino,-25.4351214,-49.3653042
7091,2025-02-08,04:00:00,376.0,591.0,CURITIBA,Com Vítimas Fatais,Garoa/Chuvisco,Decrescente,Motocicleta,29.0,Masculino,-25.4351214,-49.3653042
7092,2025-02-08,04:00:00,376.0,591.0,CURITIBA,Com Vítimas Fatais,Garoa/Chuvisco,Decrescente,Automóvel,14.0,Masculino,-25.4351214,-49.3653042
7093,2025-02-08,04:00:00,376.0,591.0,CURITIBA,Com Vítimas Fatais,Garoa/Chuvisco,Decrescente,Automóvel,37.0,Feminino,-25.4351214,-49.3653042
7094,2025-02-08,04:00:00,376.0,591.0,CURITIBA,Com Vítimas Fatais,Garoa/Chuvisco,Decrescente,Automóvel,35.0,Masculino,-25.4351214,-49.3653042
7096,2025-02-08,04:00:00,376.0,591.0,CURITIBA,Com Vítimas Fatais,Garoa/Chuvisco,Decrescente,Motocicleta,29.0,Masculino,-25.4351214,-49.3653042
7097,2025-02-08,04:00:00,376.0,591.0,CURITIBA,Com Vítimas Fatais,Garoa/Chuvisco,Decrescente,Automóvel,14.0,Masculino,-25.4351214,-49.3653042
7098,2025-02-08,04:00:00,376.0,591.0,CURITIBA,Com Vítimas Fatais,Garoa/Chuvisco,Decrescente,Automóvel,37.0,Feminino,-25.4351214,-49.3653042
7099,2025-02-08,04:00:00,376.0,591.0,CURITIBA,Com Vítimas Fatais,Garoa/Chuvisco,Decrescente,Automóvel,35.0,Masculino,-25.4351214,-49.3653042
7101,2025-02-08,04:00:00,376.0,591.0,CURITIBA,Com Vítimas Fatais,Garoa/Chuvisco,Decrescente,Motocicleta,29.0,Masculino,-25.4351214,-49.3653042
7102,2025-02-08,04:00:00,376.0,591.0,CURITIBA,Com Vítimas Fatais,Garoa/Chuvisco,Decrescente,Automóvel,14.0,Masculino,-25.4351214,-49.3653042
7103,2025-02-08,04:00:00,376.0,591.0,CURITIBA,Com Vítimas Fatais,Garoa/Chuvisco,Decrescente,Automóvel,37.0,Feminino,-25.4351214,-49.3653042
7104,2025-02-08,04:00:00,376.0,591.0,CURITIBA,Com Vítimas Fatais,Garoa/Chuvisco,Decrescente,Automóvel,35.0,Masculino,-25.4351214,-49.3653042
7106,2025-02-08,04:00:00,376.0,591.0,CURITIBA,Com Vítimas Fatais,Garoa/Chuvisco,Decrescente,Motocicleta,29.0,Masculino,-25.4351214,-49.3653042
7107,2025-02-08,04:00:00,376.0,591.0,CURITIBA,Com Vítimas Fatais,Garoa/Chuvisco,Decrescente,Automóvel,14.0,Masculino,-25.4351214,-49.3653042
7108,2025-02-08,04:00:00,376.0,591.0,CURITIBA,Com Vítimas Fatais,Garoa/Chuvisco,Decrescente,Automóvel,37.0,Feminino,-25.4351214,-49.3653042
7109,2025-02-08,04:00:00,376.0,591.0,CURITIBA,Com Vítimas Fatais,Garoa/Chuvisco,Decrescente,Automóvel,35.0,Masculino,-25.4351214,-49.3653042
7111,2025-02-08,04:00:00,376.0,591.0,CURITIBA,Com Vítimas Fatais,Garoa/Chuvisco,Decrescente,Motocicleta,29.0,Masculino,-25.4351214,-49.3653042
7112,2025-02-08,04:00:00,376.0,591.0,CURITIBA,Com Vítimas Fatais,Garoa/Chuvisco,Decrescente,Automóvel,14.0,Masculino,-25.4351214,-49.3653042
7113,2025-02-08,04:00:00,376.0,591.0,CURITIBA,Com Vítimas Fatais,Garoa/Chuvisco,Decrescente,Automóvel,37.0,Feminino,-25.4351214,-49.3653042
7114,2025-02-08,04:00:00,376.0,591.0,CURITIBA,Com Vítimas Fatais,Garoa/Chuvisco,Decrescente,Automóvel,35.0,Masculino,-25.4351214,-49.3653042
7116,2025-02-08,04:00:00,376.0,591.0,CURITIBA,Com Vítimas Fatais,Garoa/Chuvisco,Decrescente,Motocicleta,29.0,Masculino,-25.4351214,-49.3653042
7117,2025-02-08,04:00:00,376.0,591.0,CURITIBA,Com Vítimas Fatais,Garoa/Chuvisco,Decrescente,Automóvel,14.0,Masculino,-25.4351214,-49.3653042
7118,2025-02-08,04:00:00,376.0,591.0,CURITIBA,Com Vítimas Fatais,Garoa/Chuvisco,Decrescente,Automóvel,37.0,Feminino,-25.4351214,-49.3653042
7119,2025-02-08,04:00:00,376.0,591.0,CURITIBA,Com Vítimas Fatais,Garoa/Chuvisco,Decrescente,Automóvel,35.0,Masculino,-25.4351214,-49.3653042
7121,2025-02-08,04:00:00,376.0,591.0,CURITIBA,Com Vítimas Fatais,Garoa/Chuvisco,Decrescente,Motocicleta,29.0,Masculino,-25.4351214,-49.3653042
7122,2025-02-08,04:00:00,376.0,591.0,CURITIBA,Com Vítimas Fatais,Garoa/Chuvisco,Decrescente,Automóvel,14.0,Masculino,-25.4351214,-49.3653042
7123,2025-02-08,04:00:00,376.0,591.0,CURITIBA,Com Vítimas Fatais,Garoa/Chuvisco,Decrescente,Automóvel,37.0,Feminino,-25.4351214,-49.3653042
7124,2025-02-08,04:00:00,376.0,591.0,CURITIBA,Com Vítimas Fatais,Garoa/Chuvisco,Decrescente,Automóvel,35.0,Masculino,-25.4351214,-49.3653042
7126,2025-02-08,04:00:00,376.0,591.0,CURITIBA,Com Vítimas Fatais,Garoa/Chuvisco,Decrescente,Motocicleta,29.0,Masculino,-25.4351214,-49.3653042
7127,2025-02-08,04:00:00,376.0,591.0,CURITIBA,Com Vítimas Fatais,Garoa/Chuvisco,Decrescente,Automóvel,14.0,Masculino,-25.4351214,-49.3653042
7128,2025-02-08,04:00:00,376.0,591.0,CURITIBA,Com Vítimas Fatais,Garoa/Chuvisco,Decrescente,Automóvel,37.0,Feminino,-25.4351214,-49.3653042
7129,2025-02-08,04:00:00,376.0,591.0,CURITIBA,Com Vítimas Fatais,Garoa/Chuvisco,Decrescente,Automóvel,35.0,Masculino,-25.4351214,-49.3653042
7131,2025-02-08,04:00:00,376.0,591.0,CURITIBA,Com Vítimas Fatais,Garoa/Chuvisco,Decrescente,Motocicleta,29.0,Masculino,-25.4351214,-49.3653042
7132,2025-02-08,04:00:00,376.0,591.0,CURITIBA,Com Vítimas Fatais,Garoa/Chuvisco,Decrescente,Automóvel,14.0,Masculino,-25.4351214,-49.3653042
7133,2025-02-08,04:00:00,376.0,591.0,CURITIBA,Com Vítimas Fatais,Garoa/Chuvisco,Decrescente,Automóvel,37.0,Feminino,-25.4351214,-49.3653042
7134,2025-02-08,04:00:00,376.0,591.0,CURITIBA,Com Vítimas Fatais,Garoa/Chuvisco,Decrescente,Automóvel,35.0,Masculino,-25.4351214,-49.3653042
7136,2025-02-08,04:00:00,376.0,591.0,CURITIBA,Com Vítimas Fatais,Garoa/Chuvisco,Decrescente,Motocicleta,29.0,Masculino,-25.4351214,-49.3653042
7137,2025-02-08,04:00:00,376.0,591.0,CURITIBA,Com Vítimas Fatais,Garoa/Chuvisco,Decrescente,Automóvel,14.0,Masculino,-25.4351214,-49.3653042
7138,2025-02-08,04:00:00,376.0,591.0,CURITIBA,Com Vítimas Fatais,Garoa/Chuvisco,Decrescente,Automóvel,37.0,Feminino,-25.4351214,-49.3653042
7139,2025-02-08,04:00:00,376.0,591.0,CURITIBA,Com Vítimas Fatais,Garoa/Chuvisco,Decrescente,Automóvel,35.0,Masculino,-25.4351214,-49.3653042
7141,2025-02-08,04:00:00,376.0,591.0,CURITIBA,Com Vítimas Fatais,Garoa/Chuvisco,Decrescente,Motocicleta,29.0,Masculino,-25.4351214,-49.3653042
7142,2025-02-08,04:00:00,376.0,591.0,CURITIBA,Com Vítimas Fatais,Garoa/Chuvisco,Decrescente,Automóvel,14.0,Masculino,-25.4351214,-49.3653042
7143,2025-02-08,04:00:00,376.0,591.0,CURITIBA,Com Vítimas Fatais,Garoa/Chuvisco,Decrescente,Automóvel,37.0,Feminino,-25.4351214,-49.3653042
7144,2025-02-08,04:00:00,376.0,591.0,CURITIBA,Com Vítimas Fatais,Garoa/Chuvisco,Decrescente,Automóvel,35.0,Masculino,-25.4351214,-49.3653042
7146,2025-02-08,04:00:00,376.0,591.0,CURITIBA,Com Vítimas Fatais,Garoa/Chuvisco,Decrescente,Motocicleta,29.0,Masculino,-25.4351214,-49.3653042
7147,2025-02-08,04:00:00,376.0,591.0,CURITIBA,Com Vítimas Fatais,Garoa/Chuvisco,Decrescente,Automóvel,14.0,Masculino,-25.4351214,-49.3653042
7148,2025-02-08,04:00:00,376.0,591.0,CURITIBA,Com Vítimas Fatais,Garoa/Chuvisco,Decrescente,Automóvel,37.0,Feminino,-25.4351214,-49.3653042
7149,2025-02-08,04:00:00,376.0,591.0,CURITIBA,Com Vítimas Fatais,Garoa/Chuvisco,Decrescente,Automóvel,35.0,Masculino,-25.4351214,-49.3653042
7151,2025-02-08,04:00:00,376.0,591.0,CURITIBA,Com Vítimas Fatais,Garoa/Chuvisco,Decrescente,Motocicleta,29.0,Masculino,-25.4351214,-49.3653042
7152,2025-02-08,04:00:00,376.0,591.0,CURITIBA,Com Vítimas Fatais,Garoa/Chuvisco,Decrescente,Automóvel,14.0,Masculino,-25.4351214,-49.3653042
7153,2025-02-08,04:00:00,376.0,591.0,CURITIBA,Com Vítimas Fatais,Garoa/Chuvisco,Decrescente,Automóvel,37.0,Feminino,-25.4351214,-49.3653042
7154,2025-02-08,04:00:00,376.0,591.0,CURITIBA,Com Vítimas Fatais,Garoa/Chuvisco,Decrescente,Automóvel,35.0,Masculino,-25.4351214,-49.3653042
7156,2025-02-08,04:00:00,376.0,591.0,CURITIBA,Com Vítimas Fatais,Garoa/Chuvisco,Decrescente,Motocicleta,29.0,Masculino,-25.4351214,-49.3653042
7157,2025-02-08,04:00:00,376.0,591.0,CURITIBA,Com Vítimas Fatais,Garoa/Chuvisco,Decrescente,Automóvel,14.0,Masculino,-25.4351214,-49.3653042
7158,2025-02-08,04:00:00,376.0,591.0,CURITIBA,Com Vítimas Fatais,Garoa/Chuvisco,Decrescente,Automóvel,37.0,Feminino,-25.4351214,-49.3653042
7159,2025-02-08,04:00:00,376.0,591.0,CURITIBA,Com Vítimas Fatais,Garoa/Chuvisco,Decrescente,Automóvel,35.0,Masculino,-25.4351214,-49.3653042
7161,2025-02-08,04:00:00,376.0,591.0,CURITIBA,Com Vítimas Fatais,Garoa/Chuvisco,Decrescente,Motocicleta,29.0,Masculino,-25.4351214,-49.3653042
7162,2025-02-08,04:00:00,376.0,591.0,CURITIBA,Com Vítimas Fatais,Garoa/Chuvisco,Decrescente,Automóvel,14.0,Masculino,-25.4351214,-49.3653042
7163,2025-02-08,04:00:00,376.0,591.0,CURITIBA,Com Vítimas Fatais,Garoa/Chuvisco,Decrescente,Automóvel,37.0,Feminino,-25.4351214,-49.3653042
7164,2025-02-08,04:00:00,376.0,591.0,CURITIBA,Com Vítimas Fatais,Garoa/Chuvisco,Decrescente,Automóvel,35.0,Masculino,-25.4351214,-49.3653042
7166,2025-02-08,04:00:00,376.0,591.0,CURITIBA,Com Vítimas Fatais,Garoa/Chuvisco,Decrescente,Motocicleta,29.0,Masculino,-25.4351214,-49.3653042
7167,2025-02-08,04:00:00,376.0,591.0,CURITIBA,Com Vítimas Fatais,Garoa/Chuvisco,Decrescente,Automóvel,14.0,Masculino,-25.4351214,-49.3653042
7168,2025-02-08,04:00:00,376.0,591.0,CURITIBA,Com Vítimas Fatais,Garoa/Chuvisco,Decrescente,Automóvel,37.0,Feminino,-25.4351214,-49.3653042
7169,2025-02-08,04:00:00,376.0,591.0,CURITIBA,Com Vítimas Fatais,Garoa/Chuvisco,Decrescente,Automóvel,35.0,Masculino,-25.4351214,-49.3653042
7171,2025-02-08,04:00:00,376.0,591.0,CURITIBA,Com Vítimas Fatais,Garoa/Chuvisco,Decrescente,Motocicleta,29.0,Masculino,-25.4351214,-49.3653042
7172,2025-02-08,04:00:00,376.0,591.0,CURITIBA,Com Vítimas Fatais,Garoa/Chuvisco,Decrescente,Automóvel,14.0,Masculino,-25.4351214,-49.3653042
7173,2025-02-08,04:00:00,376.0,591.0,CURITIBA,Com Vítimas Fatais,Garoa/Chuvisco,Decrescente,Automóvel,37.0,Feminino,-25.4351214,-49.3653042
7174,2025-02-08,04:00:00,376.0,591.0,CURITIBA,Com Vítimas Fatais,Garoa/Chuvisco,Decrescente,Automóvel,35.0,Masculino,-25.4351214,-49.3653042
7176,2025-02-08,04:00:00,376.0,591.0,CURITIBA,Com Vítimas Fatais,Garoa/Chuvisco,Decrescente,Motocicleta,29.0,Masculino,-25.4351214,-49.3653042
7177,2025-02-08,04:00:00,376.0,591.0,CURITIBA,Com Vítimas Fatais,Garoa/Chuvisco,Decrescente,Automóvel,14.0,Masculino,-25.4351214,-49.3653042
7178,2025-02-08,04:00:00,376.0,591.0,CURITIBA,Com Vítimas Fatais,Garoa/Chuvisco,Decrescente,Automóvel,37.0,Feminino,-25.4351214,-49.3653042
7179,2025-02-08,04:00:00,376.0,591.0,CURITIBA,Com Vítimas Fatais,Garoa/Chuvisco,Decrescente,Automóvel,35.0,Masculino,-25.4351214,-49.3653042
7181,2025-02-08,04:00:00,376.0,591.0,CURITIBA,Com Vítimas Fatais,Garoa/Chuvisco,Decrescente,Motocicleta,29.0,Masculino,-25.4351214,-49.3653042
7182,2025-02-08,04:00:00,376.0,591.0,CURITIBA,Com Vítimas Fatais,Garoa/Chuvisco,Decrescente,Automóvel,14.0,Masculino,-25.4351214,-49.3653042
7183,2025-02-08,04:00:00,376.0,591.0,CURITIBA,Com Vítimas Fatais,Garoa/Chuvisco,Decrescente,Automóvel,37.0,Feminino,-25.4351214,-49.3653042
7184,2025-02-08,04:00:00,376.0,591.0,CURITIBA,Com Vítimas Fatais,Garoa/Chuvisco,Decrescente,Automóvel,35.0,Masculino,-25.4351214,-49.3653042
7186,2025-02-08,04:00:00,376.0,591.0,CURITIBA,Com Vítimas Fatais,Garoa/Chuvisco,Decrescente,Motocicleta,29.0,Masculino,-25.4351214,-49.3653042
7187,2025-02-08,04:00:00,376.0,591.0,CURITIBA,Com Vítimas Fatais,Garoa/Chuvisco,Decrescente,Automóvel,14.0,Masculino,-25.4351214,-49.3653042
7188,2025-02-08,04:00:00,376.0,591.0,CURITIBA,Com Vítimas Fatais,Garoa/Chuvisco,Decrescente,Automóvel,37.0,Feminino,-25.4351214,-49.3653042
7189,2025-02-08,04:00:00,376.0,591.0,CURITIBA,Com Vítimas Fatais,Garoa/Chuvisco,Decrescente,Automóvel,35.0,Masculino,-25.4351214,-49.3653042
7191,2025-02-08,04:00:00,376.0,591.0,CURITIBA,Com Vítimas Fatais,Garoa/Chuvisco,Decrescente,Motocicleta,29.0,Masculino,-25.4351214,-49.3653042
7192,2025-02-08,04:00:00,376.0,591.0,CURITIBA,Com Vítimas Fatais,Garoa/Chuvisco,Decrescente,Automóvel,14.0,Masculino,-25.4351214,-49.3653042
7193,2025-02-08,04:00:00,376.0,591.0,CURITIBA,Com Vítimas Fatais,Garoa/Chuvisco,Decrescente,Automóvel,37.0,Feminino,-25.4351214,-49.3653042
7194,2025-02-08,04:00:00,376.0,591.0,CURITIBA,Com Vítimas Fatais,Garoa/Chuvisco,Decrescente,Automóvel,35.0,Masculino,-25.4351214,-49.3653042
7428,2025-02-09,08:10:00,153.0,51.1,SANTO ANTONIO DA PLATINA,Com Vítimas Fatais,Céu Claro,Crescente,Automóvel,31.0,Masculino,-23.38072,-50.06136
7431,2025-02-09,08:10:00,153.0,51.1,SANTO ANTONIO DA PLATINA,Com Vítimas Fatais,Céu Claro,Crescente,Caminhão-trator,43.0,Masculino,-23.38072,-50.06136
7434,2025-02-09,09:50:00,376.0,467.0,PONTA GROSSA,Com Vítimas Fatais,Sol,Decrescente,Motocicleta,66.0,Masculino,-25.036419,-50.297497
7435,2025-02-09,09:50:00,376.0,467.0,PONTA GROSSA,Com Vítimas Fatais,Sol,Decrescente,Motocicleta,66.0,Masculino,-25.036419,-50.297497
7436,2025-02-09,09:50:00,376.0,467.0,PONTA GROSSA,Com Vítimas Fatais,Sol,Decrescente,Motocicleta,66.0,Masculino,-25.036419,-50.297497
7445,2025-02-09,11:30:00,373.0,405.0,CANDOI,Com Vítimas Fatais,Céu Claro,Decrescente,Caminhão,46.0,Masculino,-25.61062691,-52.05540813
7446,2025-02-09,11:30:00,373.0,405.0,CANDOI,Com Vítimas Fatais,Céu Claro,Decrescente,Motocicleta,46.0,Masculino,-25.61062691,-52.05540813
7447,2025-02-09,11:30:00,373.0,405.0,CANDOI,Com Vítimas Fatais,Céu Claro,Decrescente,Caminhão,46.0,Masculino,-25.61062691,-52.05540813
7448,2025-02-09,11:30:00,373.0,405.0,CANDOI,Com Vítimas Fatais,Céu Claro,Decrescente,Motocicleta,46.0,Masculino,-25.61062691,-52.05540813
7449,2025-02-09,11:30:00,373.0,405.0,CANDOI,Com Vítimas Fatais,Céu Claro,Decrescente,Caminhão,46.0,Masculino,-25.61062691,-52.05540813
7450,2025-02-09,11:30:00,373.0,405.0,CANDOI,Com Vítimas Fatais,Céu Claro,Decrescente,Motocicleta,46.0,Masculino,-25.61062691,-52.05540813
7451,2025-02-09,11:30:00,373.0,405.0,CANDOI,Com Vítimas Fatais,Céu Claro,Decrescente,Caminhão,46.0,Masculino,-25.61062691,-52.05540813
7452,2025-02-09,11:30:00,373.0,405.0,CANDOI,Com Vítimas Fatais,Céu Claro,Decrescente,Motocicleta,46.0,Masculino,-25.61062691,-52.05540813
7453,2025-02-09,16:00:00,163.0,202.0,CASCAVEL,Com Vítimas Fatais,Chuva,Crescente,Caminhonete,55.0,Masculino,-25.01364099,-53.55458482
7454,2025-02-09,16:00:00,163.0,202.0,CASCAVEL,Com Vítimas Fatais,Chuva,Crescente,Caminhonete,55.0,Masculino,-25.01364099,-53.55458482
